,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
25,Jawaani Jaaneman,2020,Not Rated,31 Jan 2020,119 min,"Comedy, Drama",Nitin Kakkar,"Hussain Dalal (additional screenplay), Abbas Dalal (dialogue), Hussain Dalal (dialogue), Juan Vera (original script), Daniel Cúparo (original script), Abbas Dalal (additional screenplay)","Saif Ali Khan, Alaya F, Tabu, Kumud Mishra",A 40 year-old playboy's life turns upside down when he comes to know that he has a 20 something year-old daughter.,Hindi,India,1 win.,https://m.media-amazon.com/images/M/MV5BNjY1OTI0NjEtNzRmZS00NzFlLTlhMTgtNjdmNWY2MDQ3YzIwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}]",N/A,6.6,"6,237",tt9248952,movie,30 Mar 2020,N/A,"Black Knight Films, Pooja Entertainment &amp; Films, Northern Lights Films",N/A,True
26,Sudden Impact,1983,R,09 Dec 1983,117 min,"Action, Crime, Thriller",Clint Eastwood,"Harry Julian Fink (characters), Rita M. Fink (characters), Joseph Stinson (screenplay), Earl E. Smith (story), Charles B. Pierce (story)","Clint Eastwood, Sondra Locke, Pat Hingle, Bradford Dillman","A vicious serial-killer is on the loose in San Francisco and the police trace a link to a small town further down the coast. When Harry Callahan upsets the press and the mayor in his usual style, he's shipped out of town to investigate while the heat is on. With the help of his new Magnum handgun Harry goes on the trail leaving behind the usual trail of dead criminals along the way.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BYTA2NzY5ZTgtNTY3Ni00YTc3LWFhN2ItY2Q4NzljYTRkZTIwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.6,"41,655",tt0086383,movie,01 Jan 2009,"$67,642,693","Warner Bros., The Malpaso Company",N/A,True
27,Police,1985,N/A,04 Sep 1985,113 min,"Crime, Drama, Romance, Thriller",Maurice Pialat,"Catherine Breillat (based on an original idea by), Catherine Breillat (scenario,  adaptation and dialogue), Sylvie Pialat (scenario,  adaptation and dialogue), Jacques Fieschi (scenario,  adaptation and dialogue), Maurice Pialat (scenario,  adaptation and dialogue)","Gérard Depardieu, Sophie Marceau, Richard Anconina, Pascale Rocard","Mangin, a police inspector in Paris, leans hard on informants to get evidence on three Tunisian brothers who traffic in drugs. He arrests one, Simon, and his girl-friend Noria. Simon's brothers go to their lawyer. He springs Noria, who promptly steals 2 million francs that belong to the Tunisians. They suspect her of the theft; her life as well as the lawyer's is in danger. Meanwhile, Noria is playing with both the lawyer and Mangin's affections. Mangin is mercurial anyway: intimidating and bloodying suspects, falling for a police commission trainee before flipping for Noria, wearing his emotions on his sleeve. Can he save the lawyer and Noria, and can he convince her to love?",French,France,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BYzY4YmZhODQtZjViNy00ZTllLThhNjMtMjllMGQ3MmM3ZmRjXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}]",N/A,6.6,"2,332",tt0089821,movie,28 Apr 2019,N/A,"Gaumont, TF1 Films Production",N/A,True
28,Cop Au Vin,1985,Not Rated,10 Apr 1985,110 min,"Crime, Mystery, Thriller",Claude Chabrol,"Dominique Roulet (novel), Dominique Roulet (adaptation), Claude Chabrol (adaptation), Dominique Roulet (dialogue), Claude Chabrol (dialogue)","Jean Poiret, Stéphane Audran, Michel Bouquet, Jean Topart","When a small town begins losing its citizenry in a series of grisly murders, out-of-town police inspector Jean Lavardin (Jean Poiret) is sent to investigate. Could the killers be a bullied son (Lucas Belvaux) and his cruel mother (Stephane Audran) who run the local post office? Or a pushy trio of would-be land developers?",French,France,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNzhjMWUzNmEtNjNjOC00OTg0LWJjMzYtMmM0ZWQ3NDhhMjY0XkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}]",N/A,6.6,"1,596",tt0089832,movie,22 Mar 2016,N/A,N/A,N/A,True
29,Tarzan Finds a Son!,1939,Passed,16 Jun 1939,82 min,"Action, Adventure, Family, Romance",Richard Thorpe,"Cyril Hume (screen play), Edgar Rice Burroughs (based upon the characters created by)","Johnny Weissmuller, Maureen O'Sullivan, Johnny Sheffield, Ian Hunter","A young couple die in a plane crash in the jungle. Their son is found by Tarzan and Jane who name him Boy and raise him as their own. Five years later a search party comes to find the young heir to millions of dollars. Jane agrees, against Tarzan's will, to lead them to civilization.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMGU5MDdhYzktYjUyNi00YjYyLThjNDMtNjRjYmE4NjJlNzYwXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}]",N/A,6.6,"3,151",tt0032007,movie,01 Jul 2016,"$2,265,020",Metro-Goldwyn-Mayer,N/A,True
30,Hoffa,1992,R,25 Dec 1992,140 min,"Biography, Crime, Drama",Danny DeVito,David Mamet,"Jack Nicholson, Danny DeVito, Armand Assante, J.T. Walsh","Jack Nicholson's portrait of Teamsters Union leader Jimmy Hoffa, as seen through the eyes of his friend Bobby Ciaro (Danny DeVito). This film follows Hoffa's struggle to shape America's most influential labor union through his countless battles with the RTA. As he fights for workers' rights, Hoffa locks horns with industry management, organized crime and Attorney General Robert Kennedy. In 1975, four years after serving his prison term, Hoffa disappears, in one of America's most fascinating unsolved crime mysteries.","English, Italian, Latin",USA,Nominated for 2 Oscars. Another 2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMDg2MTQ0YzYtNmVhMy00OTA4LTg2YzgtNGI2M2ViNGIwODYwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.6,"21,734",tt0104427,movie,25 Nov 2015,"$24,276,506","Twentieth Century Fox, Jersey Films",N/A,True
31,One Small Hitch,2013,Not Rated,14 Feb 2015,105 min,"Comedy, Romance",John Burgess,Dode B. Levenson,"Shane McRae, Aubrey Dollar, Daniel J. Travanti, Janet Ulrich Brooks","On a flight home to Chicago for a family wedding, childhood friends Josh and Molly innocently agree to fake a wedding engagement to make Josh's dying father happy. Things quickly get out of hand with their two boisterous families, and a series of events causes them to pretend to be a couple and start planning a phony wedding.",English,USA,74 wins & 73 nominations.,https://m.media-amazon.com/images/M/MV5BOTQ0NDQ5OTYwM15BMl5BanBnXkFtZTgwOTcxNzMzNDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}]",N/A,6.6,"4,669",tt1937269,movie,10 Aug 2016,"$7,965",Principle Entertainment,N/A,True
32,Small Town Crime,2017,R,19 Jan 2018,91 min,"Crime, Mystery, Thriller","Eshom Nelms, Ian Nelms","Eshom Nelms, Ian Nelms","John Hawkes, Anthony Anderson, Octavia Spencer, Robert Forster","An alcoholic ex-cop (Hawkes) finds the body of a young woman and, through an act of self-redemption, becomes hell-bent on finding the killer but unwittingly puts his family in danger and gets caught up with several dark characters along the way.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYmRlZTQwZDUtZDQxNC00Mzc4LWFlODQtMzY5ZGM4OGMyY2MxXkEyXkFqcGdeQXVyMjc3MzcwMzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.6,"9,739",tt5751998,movie,19 Jan 2018,N/A,6 Foot Films,N/A,True
33,Maleficent: Mistress of Evil,2019,PG,18 Oct 2019,119 min,"Adventure, Family, Fantasy",Joachim Rønning,"Linda Woolverton, Noah Harpster, Micah Fitzerman-Blue, Charles Perrault (based on: characters from ""La Belle Au Bois Dormant"" written by), Bek Smith","Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer","Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies and dark new forces at play.",English,"USA, UK, Canada",Nominated for 1 Oscar. Another 1 win & 10 nominations.,https://m.media-amazon.com/images/M/MV5BZjJiYTExOTAtNWU0Yi00NzJjLTkwOTgtOTU2NWM1ZjJmYWVhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.6,"88,985",tt4777008,movie,18 Oct 2019,"$113,929,605","Walt Disney Pictures, Roth Films",N/A,True
34,The Big Store,1941,Not Rated,20 Jun 1941,83 min,"Comedy, Musical",Charles Reisner,"Sid Kuller (screen play), Hal Fimberg (screen play), Ray Golden (screen play), Nat Perrin (original story)","Groucho Marx, Chico Marx, Harpo Marx, Tony Martin","The Phelps Department Store is about to be sold by its new part owner, Tommy Rogers with the permission of Martha Phelps, the dowager co-owner. The current manager doesn't want this as the irregularities in the books will show up. When an attempt is made on Tommy's life, Martha enlists the worst private eye in the world to protect him, Wolf J. Flywheel.","English, Italian",USA,N/A,https://m.media-amazon.com/images/M/MV5BOTM5NzNiZDEtMDU5Ny00Y2JjLThkNzktMTRiYjZmNTk3N2M4XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,6.6,"4,811",tt0033388,movie,03 Dec 2013,N/A,Metro-Goldwyn-Mayer,N/A,True
35,Dead End,2003,R,26 Sep 2003,85 min,"Adventure, Horror, Mystery, Thriller","Jean-Baptiste Andrea, Fabrice Canepa","Jean-Baptiste Andrea, Fabrice Canepa","Ray Wise, Lin Shaye, Mick Cain, Alexandra Holden","For the past 20 years, Frank Harrington has grudgingly driven his family to celebrate Christmas with his mother-in-law. This year, he takes a shortcut. It's the biggest mistake of his life: The nightmare begins. A mysterious woman in white wanders through the forest, leaving death in her wake. A terrifying black car - its driver invisible - carries the victims into the heart of the night. Every road sign points to a destination they never reach. The survivors succumb to panic, to madness; deeply buried secrets burst to the surface, and Christmas turns into a living hell.",English,France,7 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNTM2YWZhMjktMDk5My00YzMxLTk5ZDAtNmM0NTkyMDZmMWE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",N/A,6.6,"26,676",tt0308152,movie,11 Dec 2018,N/A,N/A,N/A,True
36,Groove,2000,R,19 Oct 2000,86 min,"Drama, Music",Greg Harrison,Greg Harrison,"Chris Ferreira, Mackenzie Firgens, Elizabeth Sun, Steve Van Wormer","On Friday, a single e-mail blips through the Internet. The word spreads quickly through the city: the party is on. Saturday evening, two hundred people secretly converge at an abandoned San Francisco warehouse. As the sun sets the records start spinning, setting into motion a night that no one will forget. Meet David Turner, a Midwest transplant. He moved to the city with aspirations of starting his career as a writer but his hopes have stalled. After four years he finds himself writing instruction manuals for a computer company. Overworked and with little social life, David spends his time alone, his dream of being a novelist a distant memory. That night, his brother Colin Turner invites him to GROOVE. Colin has a surprise for his new girlfriend, young raver sprite Harmony Stitts, and he wants David there. David reluctantly agrees and is shocked when Colin proposes to Harmony at the party. In the ensuing celebration, they take Ecstasy and suddenly, David is thrust into the world of the San Francisco underground. In a chance encounter, David meets longtime New York raver Leyla Heydel and makes an unlikely connection. Through their budding relationship, they're reminded of a sense of possibility and freedom in their lives they had all but forgotten. But as the party rages on, Colin reveals a deep secret, one that threatens to destroy his relationship with Harmony. When the sun rises the party disappears, and the chaos of the last twelve hours changes the two brothers forever.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BNjk1YTlhZjYtOThjMC00NTAxLTg4MWItNjFiNTExYjdlNDcxXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.6,"4,081",tt0212974,movie,16 Apr 2012,"$1,115,313","415 Productions, Groove, LLC",N/A,True
37,Sunshine on Leith,2013,PG,04 Oct 2013,100 min,"Comedy, Drama, Musical, Romance",Dexter Fletcher,"Stephen Greenhorn, Stephen Greenhorn (stage play)","Paul Brannigan, George MacKay, Kevin Guthrie, Jane Horrocks","Sunshine on Leith is based on the sensational stage hit of the same name, featuring music by pop-folk band The Proclaimers. The film follows the stories of Davy and Ally, who have to re-learn how to live life in Edinburgh after coming home from serving in Afghanistan. Both struggle to learn to live a life outside the army and to deal with the everyday struggles of family, jobs and relationships.",English,UK,1 win & 10 nominations.,https://m.media-amazon.com/images/M/MV5BODIyNzU0NDYzM15BMl5BanBnXkFtZTgwNzM5NjUzMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.6,"6,548",tt2481198,movie,N/A,N/A,Filmax,N/A,True
38,Light of My Life,2019,R,09 Aug 2019,119 min,"Drama, Sci-Fi, Thriller",Casey Affleck,Casey Affleck,"Anna Pniowsky, Casey Affleck, Tom Bower, Elisabeth Moss","Parent and child journey through the outskirts of society a decade after a pandemic has wiped out half the world's population. As a father struggles to protect his child, their bond, and the character of humanity, is tested.",English,USA,5 nominations.,https://m.media-amazon.com/images/M/MV5BM2FmMGNiODgtNTAyMy00N2VlLWEyODEtNDViMmRkZDA5Nzc3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.6,"11,534",tt6063090,movie,09 Aug 2019,"$20,056","Black Bear Pictures, Sea Change Media",N/A,True
39,Shanghai Noon,2000,PG-13,26 May 2000,110 min,"Action, Adventure, Comedy, Western",Tom Dey,"Miles Millar, Alfred Gough","Jackie Chan, Owen Wilson, Lucy Liu, Brandon Merrill","A 19th century Western. Chon Wang is a clumsy Imperial Guard to the Emperor of China. When Princess Pei Pei is kidnapped from the Forbidden City, Wang feels personally responsible and insists on joining the guards sent to rescue the Princess, who has been whisked away to the United States. In Nevada and hot on the trail of the kidnappers, Wang is separated from the group and soon finds himself an unlikely partner with Roy O'Bannon, a small time robber with delusions of grandeur. Together, the two forge onto one misadventure after another.","English, Mandarin, Sioux, Spanish","USA, Hong Kong",1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTI0MjE2MzUwOV5BMl5BanBnXkFtZTYwMTk5NjU3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,6.6,"120,830",tt0184894,movie,10 Dec 2015,"$56,937,502","Roger Birnbaum Productions, Touchstone Pictures, Jackie Chan Films, Spyglass Entertainment",N/A,True
40,Focus,2015,R,27 Feb 2015,105 min,"Comedy, Crime, Drama, Romance","Glenn Ficarra, John Requa","Glenn Ficarra, John Requa","Will Smith, Margot Robbie, Adrian Martinez, Gerald McRaney","Nicky Spurgeon is an extremely accomplished con man who takes an amateur con artist, Jess, under his wing. Nicky and Jess become romantically involved, and with Nicky's profession of being a liar and a cheater for a living, he realizes that deception and love are things that don't go together. They split, only to see each other three years later... And things get messy.","English, Spanish","USA, Argentina",3 nominations.,https://m.media-amazon.com/images/M/MV5BMTUwODg2OTA4OF5BMl5BanBnXkFtZTgwOTE5MTE4MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.6,"223,768",tt2381941,movie,N/A,"$53,862,963",N/A,N/A,True
