,title,quote
297,almost famous,Your looks have become a problem!
298,almost famous,You said we were going to go to Morocco. There is no Morocco. There's never been a Morocco. There's not even a Penny Lane. I don't even know your real name.
299,almost famous,Can you believe these new girls? None of them use birth control and they eat all the steak!
300,almost famous,"Don't worry, no one's getting hurt here. She knows Leslie's coming to New York tomorrow. This is the circus, everybody's trying not to go home. Stop looking at me like that."
301,almost famous,"He was never a person, he was a journalist!"
302,almost famous,"Just think, any other city in the world and you'd still be a virgin."
303,almost famous,Does anybody remember laughter?
304,almost famous,"A Mo-Jo, it's a very high-tech machine that transmits pages over the telephone! It only takes eighteen minutes a page!"
305,almost famous,"Listen to Tommy with a candle burning, and you'll see your entire future."
306,almost famous,Look - you should be happy for me. You don't know what he says to me in private. Maybe it is love - as much as it can be...
307,almost famous,Doris is the soul of this band!
308,almost famous,"""That groupie""? She was a Band-Aid! All she did was love your band. And you used her, all of you! You used her and threw her away! She almost died last night while you were with Bob Dylan. You guys, you're always talking about the fans, the fans, the fans; she was your biggest fan, and you threw her away! And if you can't see that, that's your biggest problem. And I love her! I love her!"
309,almost famous,I'm never as good as when you're there.
310,alone in the dark,"I thought you were dead, asshole."
311,alone in the dark,This doesn't make any sense.
312,amadeus,"That was not Mozart laughing, Father... that was God."
313,amadeus,They're all so beautiful. Why don't I have three heads?
314,amadeus,"From now on we are enemies, You and I. Because You choose for Your instrument a boastful, lustful, smutty, infantile boy and give me for reward only the ability to recognize the incarnation. Because You are unjust, unfair, unkind, I will block You, I swear it. I will hinder and harm Your creature on earth as far as I am able."
315,amadeus,Mediocrities everywhere... I absolve you... I absolve you... I absolve you... I absolve you... I absolve you all.
316,amadeus,My music... they started without me!
317,amadeus,What's so intelligent about writing a Requiem Mass?
318,amadeus,"While my father prayed earnestly to God to protect commerce, I would offer up secretly the proudest prayer a boy could think of: Lord, make me a great composer. Let me celebrate Your glory through music and be celebrated myself. Make me famous through the world, dear God. Make me immortal. After I die, let people speak my name forever with love for what I wrote. In return, I will give You my chastity, my industry, my deepest humility, every hour of my life, Amen."
319,amadeus,"All I wanted was to sing to God. He gave me that longing... and then made me mute. Why? Tell me that. If He didn't want me to praise him with music, why implant the desire? Like a lust in my body! And then deny me the talent?"
320,amadeus,"Sire, only opera can do this. In a play if more than one person speaks at the same time, it's just noise, no one can understand a word. But with opera, with music... with music you can have twenty individuals all talking at the same time, and it's not noise, it's a perfect harmony!"
321,amadeus,"That doesn't really work, does it?"
322,amadeus,"That was Mozart. That! That giggling dirty-minded creature I had just seen, crawling on the floor!"
323,amadeus,Is that woman still lying on the floor?
324,amadeus,Italian is the proper language for opera. All educated people agree on that.
325,amadeus,"Come on now, be honest! Which one of you wouldn't rather listen to his hairdresser than Hercules? Or Horatius, or Orpheus... people so lofty they sound as if they shit marble!"
326,amadeus,"Forgive me, Majesty. I am a vulgar man! But I assure you, my music is not."
327,amadeus,"He was my idol. Mozart, I can't think of a time when I didn't know his name."
328,amadeus,"As I stood there understanding how that bitter old man was still possessing his poor son even from beyond the grave, I began to see a terrible way I could finally triumph over God."
329,amadeus,"Your son is an unprincipled, spoiled, conceited brat!"
330,amadeus,A young man trying to impress beyond his abilities.
331,amadeus,Can you remember no melody of mine? I was the most famous composer in Europe. I wrote 40 operas alone.
332,amadeus,"I will speak for you, Father. I speak for all mediocrities in the world. I am their champion. I am their patron saint."
333,amadeus,"On the page it looked nothing. The beginning simple, almost comic. Just a pulse - bassoons and basset horns - like a rusty squeezebox. Then suddenly - high above it - an oboe, a single note, hanging there unwavering, till a clarinet took over and sweetened it into a phrase of such delight! This was no composition by a performing monkey! This was a music I'd never heard. Filled with such longing, such unfulfillable longing, it had me trembling. It seemed to me that I was hearing the very voice of God."
334,amadeus,"Looks don't concern me, Maestro. Only talent interests a woman of taste."
335,american beauty,"That was exactly what I needed. The royal treatment, so to speak."
336,american beauty,"My name is Lester Burnham. This is my neighborhood; this is my street; this is my life. I am 42 years old; in less than a year I will be dead. Of course I don't know that yet, and in a way, I am dead already."
337,american beauty,"I will sell this house today, I will sell this house today."
338,american beauty,"Both my wife and daughter think I'm this gigantic loser and they're right, I have lost something. I'm not exactly sure what it is but I know I didn't always feel this... sedated. But you know what? It's never too late to get it back."
339,american beauty,"It's that psycho next door. Jane, what if he worships you? What if he's got a shrine with pictures of you surrounded by dead people's heads and stuff?"
340,american beauty,"In order to be successful, one must project an image of success at all times."
341,american beauty,"Go fuck yourself, psycho!"
342,american beauty,"That's my wife, Carolyn. See the way the handle on her pruning shears matches her gardening clogs? That's not an accident."
343,american beauty,"You ungrateful little brat! Just look at everything you have. When I was your age, we... lived in a duplex! We didn't even have our own house!"
344,american beauty,I can't believe you don't know how beautiful you are.
345,american beauty,I don't think that there's anything worse than being ordinary.
346,american beauty,"Remember those posters that said, ""Today is the first day of the rest of your life""? Well, that's true of every day but one - the day you die."
347,american beauty,"I was hoping you'd give me a bath. I'm very, very dirty."
348,american beauty,"Man, oh man. Man, oh man, oh man, oh man, oh man."
349,american beauty,Good. I'm looking for the least possible amount of responsibility.
350,american beauty,I refuse to be a victim!
351,american beauty,My dad thinks I paid for all this with catering jobs. Never underestimate the power of denial.
