Cast;Country;Country - Split 1;Country - Split 2;Date Added;Date Added (copy);Date Added (group);Description;Director;Duration;Genre;Genre_Color;Listed In;Listed In - Split 2;Rating;Release Year;Release Year (group);Show Id;Title;Type;1;Count_Country;Count_Title
Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Brian d'Arcy James, Alisha Boe, Christian Navarro, Miles Heizer, Ross Butler, Devin Druid, Michele Selene Ang, Steven Silver, Amy Hargreaves;United States;United States;;05/06/2020;05/06/2020;2020-06-05;After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.;;4 Seasons;Crime;A;Crime TV Shows, TV Dramas, TV Mysteries;TV;TV-MA;2020;2020's;s64;13 Reasons Why;TV Show;100;1;1
Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Alisha Boe, Justin Prentice, Brandon Flynn, Miles Heizer, Christian Navarro, Brian Yorkey, Tom McCarthy, Selena Gomez, Mandy Teefey, Jay Asher, Dr. Rona Hu, Dr. Helen Hsu, Dr. Rebecca Hedrick, Alexis Jones, Elaine Welteroth, Julia Bicknell, Dr. Christine Moutier, Nic Sheff, Carrie Goldberg, Anne Winters, Joy Gorman, Brandon Butler, Marissa Jo Cerar, Susanne Timms;United States;United States;;23/08/2019;23/08/2019;2019-08-23;"Cast members, writers, producers and mental health professionals discuss some of the difficult issues and themes explored in ""13 Reasons Why.""";;3 Seasons;Crime;A;Crime TV Shows, Docuseries;TV;TV-MA;2019;2010's;s65;13 Reasons Why: Beyond the Reasons;TV Show;100;1;1
Mark Webber, Rutina Wesley, Devon Graye, Tom Bower, Ron Perlman, Pruitt Taylor Vince;United States;United States;;13/01/2019;13/01/2019;2019-01-13;A man agrees to appear on a game show with a $6 million prize. But as the challenges become more extreme, he realizes he's made a grave mistake.;Daniel Stamm;93 min;Horror;A;Horror Movies, Thrillers;Movies,;R;2014;2010's;s66;13 Sins;Movie;100;1;1
;United States;United States;;07/10/2016;07/10/2016;2016-10-07;In this thought-provoking documentary, scholars, activists and politicians analyze the criminalization of African Americans and the U.S. prison boom.;Ava DuVernay;101 min;Documentaries;A;Documentaries;;TV-MA;2016;2010's;s67;13TH;Movie;100;1;1
Oprah Winfrey, Ava DuVernay;;;;26/01/2017;26/01/2017;2017-01-26;Oprah Winfrey sits down with director Ava DuVernay to discuss her Oscar-nominated film, historical cycles of oppression and the broken prison system.;;37 min;Movies;A;Movies;;;2017;2010's;s68;13TH: A Conversation with Oprah Winfrey & Ava DuVernay;Movie;100;0;1
Donnie Yen, Zhao Wei, Wu Chun, Law Kar-Ying, Kate Tsui, Yuwu Qi, Wu Ma, Chen Kuan Tai, Sammo Kam-Bo Hung, Chen Zhi Hui, Damian Lau, Xiang Dong Xu;Hong Kong, China, Singapore;Hong Kong;China;03/04/2019;03/04/2019;2019-04-03;In the age of the Ming Dynasty, Quinglong is the best of the Jinyiwei, an elite assassin squad made up of highly trained former street urchins. When evil eunuch Jia unseats the emperor, Quinglong is called to action but is quickly betrayed.;Daniel Lee;113 min;Action;A;Action & Adventure, International Movies;&;R;2010;2010's;s69;14 Blades;Movie;100;1;1
Neville Archambault, Amber Midthunder, Brytnee Ratledge, Hank Rogerson, Chelsea Edmundson, John-Paul Howard, Lora Martinez-Cunningham, Brianne Moncrief;United States;United States;;27/10/2018;27/10/2018;2018-10-27;Upping the “13 Cameras” ante, this sequel finds a family renting a vacation house that’s been customized to violate their privacy.;Scott Hussion, Seth Fuller;89 min;Horror;A;Horror Movies, Thrillers;Movies,;TV-MA;2018;2010's;s70;14 Cameras;Movie;100;1;1
;United States;United States;;01/02/2019;01/02/2019;2019-02-01;A Google executive boldly attempts a death-defying mission to travel to space and free-fall back to Earth without a rocket.;Adam Davis, Jerry Kolber, Trey Nelson, Erich Sturm;84 min;Documentaries;A;Documentaries;;TV-MA;2016;2010's;s71;14 Minutes from Earth;Movie;100;1;1
Bruce Willis, Mos Def, David Morse, Jenna Stern, Cylk Cozart, Casey Sander, David Zayas, Robert Racki, Patrick Garrow, Sasha Roiz;United States, Germany;United States;Germany;01/11/2019;01/11/2019;2019-11-01;Tasked with escorting a prosecution witness to court, an aging cop gears up for the 16-block trek – but they'll be lucky to make it there alive.;Richard Donner;102 min;Action;A;Action & Adventure;&;PG-13;2006;2000's;s72;16 Blocks;Movie;100;1;1
Zac Efron, Leslie Mann, Matthew Perry, Thomas Lennon, Michelle Trachtenberg, Melora Hardin, Sterling Knight, Hunter Parrish, Nicole Sullivan, Allison Miller;United States;United States;;01/01/2021;01/01/2021;2021-01-01;"Nearing a midlife crisis, thirty-something Mike wishes for a ""do-over"" – and that's exactly what he gets when he wakes up to find he's 17 again.";Burr Steers;102 min;Comedies;A;Comedies;;PG-13;2009;2000's;s73;17 Again;Movie;100;1;1
Vittoria Puccini, Benedetta Porcaroli, Edoardo Leo, Sara Lazzaro, Marco Messeri, Betty Pedrazzi, Alessandro Giallocosta, Filippo Gili, Giacomo Rosselli;Italy;Italy;;08/05/2020;08/05/2020;2020-05-08;A pregnant mother with terminal cancer leaves behind 18 sentimental gifts for her unborn daughter to receive every birthday until she reaches womanhood.;Francesco Amato;114 min;Dramas;A;Dramas, Independent Movies, International Movies;Independent;TV-MA;2020;2020's;s74;18 Presents;Movie;100;1;1
Luis Tosar, Javier Gutiérrez, Álvaro Cervantes, Karra Elejalde, Carlos Hipólito, Ricardo Gómez, Patrick Criado, Eduard Fernández, Miguel Herrán, Emilio Palacios;Spain;Spain;;02/06/2017;02/06/2017;2017-06-02;While Spain relinquishes its last colonies, a battle-fatigued outpost engages in a long, brutal and sometimes bizarre clash with Filipino insurgents.;Salvador Calvo;130 min;Dramas;A;Dramas, International Movies;International;R;2016;2010's;s75;1898: Our Last Men in the Philippines;Movie;100;1;1
Nicole Brydon Bloom, Giles Matthey, Taylor Nichols, Alan Blumenfeld, Celeste Sully, Susan Davis, Clayton Hoff, Earnestine Phillips;United States;United States;;23/08/2020;23/08/2020;2020-08-23;Seeking her independence, a young woman moves to Los Angeles and settles into a cozy apartment complex with a disturbing sense of community.;David Marmor;90 min;Horror;A;Horror Movies, Independent Movies, Thrillers;Movies,;TV-MA;2019;2010's;s76;1BR;Movie;100;1;1
Hayley Lovitt, Teddy Cole, Brook Todd, Ace Harney, Jason Macdonald;United States;United States;;26/07/2019;26/07/2019;2019-07-26;Student filmmakers uncover occult rituals tied to an abandoned warehouse, then gradually realize the horror is closer than they think.;Raymond Wood;94 min;Horror;A;Horror Movies, Independent Movies;Movies,;TV-MA;2018;2010's;s77;1st Summoning;Movie;100;1;1
Ramzy Bedia, Éric Judor, Benoît Magimel, Kristin Scott Thomas, Élodie Bouchez, Édouard Baer, Fred Testot, Omar Sy;France;France;;01/06/2020;01/06/2020;2020-06-01;A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.;Ramzy Bedia, Éric Judor;97 min;Comedies;A;Comedies, International Movies;International;TV-MA;2008;2000's;s78;2 Alone in Paris;Movie;100;1;1
Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma;India;India;;04/08/2018;04/08/2018;2018-08-04;Graduate students Krish and Ananya hope to win their parents' approval before they marry, but the two families clash over their cultural differences.;Abhishek Varman;143 min;Comedies;A;Comedies, Dramas, International Movies;Dramas,;TV-PG;2014;2010's;s79;2 States;Movie;100;1;1
Darlene Love, Merry Clayton, Lisa Fischer, Táta Vega, Claudia Lennear, Judith Hill, Bruce Springsteen, Mick Jagger, Stevie Wonder, Sting, Bette Midler, Cissy Houston, Sheryl Crow, Tata Vega;United States;United States;;22/09/2018;22/09/2018;2018-09-22;Winner of the 2014 Academy Award for Best Documentary Feature, this film takes a look at the world of backup vocalists and the legends they support.;Morgan Neville;91 min;Documentaries;A;Documentaries, Music & Musicals;Music;PG-13;2013;2010's;s80;20 Feet From Stardom;Movie;100;1;1
Tuba Büyüküstün, Ilker Aksum, Bülent Emin Yarar, İpek Bilgin, Müjde Uzman, Firat Çelik, Ayten Uncuoglu, Cihat Tamer;Turkey;Turkey;;15/08/2017;15/08/2017;2017-08-15;When his wife is convicted of murder, a horrified family man races to prove her innocence while a dogged investigator sets out to uncover the truth.;;1 Season;Crime;A;Crime TV Shows, International TV Shows, TV Dramas;TV;TV-MA;2013;2010's;s81;20 Minutes;TV Show;100;1;1
4Minute, B1A4, BtoB, ELSIE, EXID, EXO, Got7, INFINITE, KARA, Shinee, Sistar, VIXX, Nine Muses, BTS, Secret, Topp Dogg;South Korea;South Korea;;28/04/2017;28/04/2017;2017-04-28;The world's biggest K-pop festival marked its 21st year in 2015, with groups such as EXO, 4Minute and SHINee electrifying the Seoul World Cup Stadium.;;107 min;International;A;International Movies, Music & Musicals;Movies,;TV-PG;2015;2010's;s82;2015 Dream Concert;Movie;100;1;1
Katee Sackhoff, Ray Fearon, Julie Cox, Steven Cree, David Tse, Joe David Walters;United Kingdom;United Kingdom;;20/12/2018;20/12/2018;2018-12-20;Working with an artificial intelligence to investigate the failure of a deadly Mars landing, a mission controller makes an astonishing discovery.;Hasraf Dulull;95 min;Sci-Fi;A;Sci-Fi & Fantasy;&;TV-14;2018;2010's;s83;2036 Origin Unknown;Movie;100;1;1
Annette Bening, Elle Fanning, Greta Gerwig, Lucas Jade Zumann, Billy Crudup;United States;United States;;28/06/2019;28/06/2019;2019-06-28;In 1979, single bohemian mom Dorothea, hoping to help her teen son find his place as a man, asks two young women to share their lives with him.;Mike Mills;119 min;Dramas;A;Dramas, Independent Movies;Independent;R;2016;2010's;s84;20th Century Women;Movie;100;1;1
Miles Teller, Skylar Astin, Justin Chon, Sarah Wright, Jonathan Keltz, François Chau, Russell Hodgkinson, Daniel Booko, Russell Mercado, Josie Loren, Dustin Ybarra;United States;United States;;16/04/2019;16/04/2019;2019-04-16;Jeff's straight-and-narrow life changes abruptly when his buddies take him out for a birthday bash – the night before a crucial med school interview.;Jon Lucas, Scott Moore;93 min;Comedies;A;Comedies;;R;2013;2010's;s85;21 & Over;Movie;100;1;1
Laura Morgan;United Kingdom;United Kingdom;;01/07/2020;01/07/2020;2020-07-01;In a social experiment, a group of daughters sends their mothers, disguised as 21-year-olds, into the world to experience life as a member of Gen Z.;;1 Season;British;A;British TV Shows, Reality TV;TV;TV-MA;2019;2010's;s86;21 Again;TV Show;100;1;1
Luke Kenny, Mohit Raina, Mukul Dev;India;India;;01/12/2018;01/12/2018;2018-12-01;In one of history's greatest last stands, a battalion of 21 Sikh soldiers fights to defend their outpost from attack by over 10,000 Afghans.;;1 Season;International;A;International TV Shows, TV Dramas;TV;TV-14;2018;2010's;s87;21 Sarfarosh: Saragarhi 1897;TV Show;100;1;1
Stephanie Bennett, Emmanuel Kabongo, RJ Fetherstonhaugh, Andres Joseph, Kevin Claydon, Conrad Pla, Clark Backo, Ryan Pierce, Eileen Li, Susan Bain, Cristina Rosato, Jonathan Kim, Colm Feore;Canada;Canada;;01/03/2018;01/03/2018;2018-03-01;Players and coaches for a Montreal soccer team chase dreams of stardom while their personal lives erupt with love, fear, passion and violence.;;1 Season;Crime;A;Crime TV Shows, International TV Shows, TV Dramas;TV;TV-MA;2017;2010's;s88;21 Thunder;TV Show;100;1;1
Paul Sidhu, Arielle Holmes, Branden Coles, Kelcey Watson, Anne-Solenne Hatte, Brad Potts, Timothy Lee DePriest, Fernando Argosino, Duchess Dukes, Harwood Gordon, Stormi Henley;United States;United States;;01/03/2018;01/03/2018;2018-03-01;In the frozen tundra of a futuristic Arizona where humans have been forced underground, a soldier hunts the bioengineered leader of a rebellion.;Joey Curtis;101 min;Action;A;Action & Adventure, Independent Movies, Sci-Fi & Fantasy;&;TV-MA;2016;2010's;s89;2307: Winter's Dream;Movie;100;1;1
Ethan Hawke, Xu Qing, Paul Anderson, Rutger Hauer, Tyrone Keogh, Nathalie Boltt, Liam Cunningham;South Africa, China, United States;South Africa;China;07/04/2018;07/04/2018;2018-04-07;Revived by an experimental procedure, a hit man gets to live an extra 24 hours – which he uses to avenge his dead wife and child and redeem himself.;Brian Smrz;93 min;Action;A;Action & Adventure;&;R;2017;2010's;s90;24 Hours to Live;Movie;100;1;1
Guggu Gill, Yograj Singh, Sonia Mann, Jimmy Sharma, Sapna Bassi, Lakha Lakhwinder Singh, Sandeep Kaur Sandy, Sardar Sohi;India;India;;01/10/2018;01/10/2018;2018-10-01;Four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over.;Simranjit Singh Hundal;140 min;Action;A;Action & Adventure, Dramas, International Movies;&;TV-14;2016;2010's;s91;25 Kille;Movie;100;1;1
Goo Jin, Hye-jin Han, Soo-bin Bae, Seul-ong Im, Kyeong-yeong Lee, Gwang Jang, Deok-jae Jo, Eui-sung Kim, Seok-Hwan An, Bok-gi Min;South Korea;South Korea;;01/10/2017;01/10/2017;2017-10-01;Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator.;Geun-hyun Cho;135 min;Dramas;A;Dramas, International Movies, Thrillers;International;TV-MA;2012;2010's;s92;26 Years;Movie;100;1;1
Diego Capusotto, Sofía Gala, Daniel Aráoz, Willy Toledo, El Polaco, Paula Manzone, Yayo Guridi, Guillermo Toledo;Argentina;Argentina;;01/05/2018;01/05/2018;2018-05-01;After a musician dies under suspicious circumstances, a hard-drinking detective and a music fan investigate why rock stars often die at the age of 27.;Nicanor Loreti;82 min;Action;A;Action & Adventure, Comedies, International Movies;&;TV-MA;2018;2010's;s93;27, el club de los malditos;Movie;100;1;1
Janis Joplin, Jimi Hendrix, Amy Winehouse, Jim Morrison, Kurt Cobain;United Kingdom;United Kingdom;;01/05/2018;01/05/2018;2018-05-01;Explore the circumstances surrounding the tragic deaths at 27 of Jimi Hendrix, Jim Morrison, Brian Jones, Janis Joplin, Kurt Cobain and Amy Winehouse.;Simon Napier-Bell;70 min;Documentaries;A;Documentaries;;TV-MA;2017;2010's;s94;27: Gone Too Soon;Movie;100;1;1
Sandra Bullock, Viggo Mortensen, Dominic West, Diane Ladd, Elizabeth Perkins, Steve Buscemi, Alan Tudyk, Mike O'Malley, Azura Skye, Reni Santoni, Marianne Jean-Baptiste;United States;United States;;30/09/2020;30/09/2020;2020-09-30;After her drunken antics result in property damage, an alcoholic journalist enters rehab – and soon meets a fellow resident who changes her outlook.;Betty Thomas;104 min;Comedies;A;Comedies, Dramas;Dramas;PG-13;2000;2000's;s95;28 Days;Movie;100;1;1
Jin-sung Yang, Kyu-jong Kim, Tae-hwan Kang, Geummi;South Korea;South Korea;;10/06/2017;10/06/2017;2017-06-10;When her fiancé acts strangely upon receiving a mysterious invitation, a florist sets out to find out the truth behind the tiny scrap of paper.;;1 Season;International;A;International TV Shows, Korean TV Shows, Romantic TV Shows;TV;TV-PG;2016;2010's;s96;28 Moons;TV Show;100;1;1
Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen, Tómas Lemarquis, Richard Sammel, Marc Andréoni, Bruno Ricci, Jonas Bloquet, Eriq Ebouaney;United States, France, Serbia;United States;France;01/12/2020;01/12/2020;2020-12-01;A terminally ill secret agent accepts a risky mission in exchange for an experimental drug that might save him – if he can survive its side effects.;McG;117 min;Action;A;Action & Adventure;&;PG-13;2014;2010's;s97;3 Days to Kill;Movie;100;1;1
Naseeruddin Shah, Jackie Shroff, Juhi Chawla, Nagesh Kukunoor, Gulshan Grover, Aditya Lakhia, Shri Vallabh Vyas;;;;31/12/2019;31/12/2019;2019-12-31;A reporter interviews three convicts on death row for a documentary but as their stories emerge, so do her own true motivations for soliciting them.;Nagesh Kukunoor;121 min;Dramas;A;Dramas, International Movies, Thrillers;International;TV-MA;2003;2000's;s98;3 Deewarein;Movie;100;0;1
Elle Fanning, Naomi Watts, Susan Sarandon, Tate Donovan, Linda Emond, Jordan Carlos, Sam Trammell, Maria Dizzia, Tessa Albertson;United States;United States;;28/08/2017;28/08/2017;2017-08-28;When teenage Ray begins transitioning from female to male, his single mom and grandmother must cope with the change while tracking down his father.;Gaby Dellal;92 min;Dramas;A;Dramas, LGBTQ Movies;LGBTQ;PG-13;2015;2010's;s99;3 Generations;Movie;100;1;1
Reza Rahadian, Bunga Citra Lestari, Tara Basro, Chelsea Islan;Indonesia;Indonesia;;05/01/2019;05/01/2019;2019-01-05;Three Indonesian women break records by becoming the first of their nation to medal in archery at the Seoul Olympics in the summer of 1988.;Iman Brotoseno;124 min;Dramas;A;Dramas, International Movies, Sports Movies;International;TV-PG;2016;2010's;s100;3 Heroines;Movie;100;1;1
Aamir Khan, Kareena Kapoor, Madhavan, Sharman Joshi, Omi Vaidya, Boman Irani, Mona Singh, Javed Jaffrey;India;India;;01/08/2019;01/08/2019;2019-08-01;While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system.;Rajkumar Hirani;164 min;Comedies;A;Comedies, Dramas, International Movies;Dramas,;PG-13;2009;2000's;s101;3 Idiots;Movie;100;1;1
;Canada;Canada;;15/06/2019;15/06/2019;2019-06-15;A Muslim women's activist group in India protests against oral divorces, starting a movement to reclaim their religious and constitutional rights.;Shazia Javed;53 min;Documentaries;A;Documentaries, Faith & Spirituality;Faith;TV-PG;2018;2010's;s102;3 Seconds Divorce;Movie;100;1;1
Kostja Ullmann, Eko Fresh, Kida Khodr Ramadan, Sabrina Klüber, Sami Nasser, Kayla Rybicka, Jytte-Merle Böhrnsen, Emrah Erdogru, Tim Grothe, Hülya Duyar;Germany;Germany;;15/12/2016;15/12/2016;2016-12-15;The lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.;Sinan Akkuş;93 min;Comedies;A;Comedies, International Movies;International;TV-MA;2015;2010's;s103;3 Türken & ein Baby;Movie;100;1;1
