,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
24,From Beyond,1986,R,24 Oct 1986,85 min,"Horror, Sci-Fi",Stuart Gordon,"H.P. Lovecraft (short story), Brian Yuzna (adaptation), Dennis Paoli (adaptation), Stuart Gordon (adaptation), Dennis Paoli (screenplay)","Jeffrey Combs, Barbara Crampton, Ted Sorel, Ken Foree","Dr. Edward Pretorius and his assistant, the physician Crawford Tillinghast, have developed the Resonator, a machine to stimulate the sixth sense through the pineal gland. When Crawford activates the apparatus, he sees creatures flying in the air and he summons Dr. Pretorius. The experiment goes out of control and Dr. Pretorius refuses to turn off the Resonator. Meanwhile their neighbor calls the police, and when the police officers arrive, they see Crawford trying to escape from his house and Dr. Pretorius beheaded. Crawford is sent to a mental institution under the supervision of the sadistic Dr. Bloch. However, the prominent psychiatrist Dr. Katherine McMichaels requests the custody of Crawford and Detective Bubba Brownlee that is investigating the case stays with them. Katherine goes with Crawford and Bubba to see the Resonator and turns the machine on. Dr. Pretorius returns in a mutant shape and attacks them, in the beginning of a gore night with weird life forms.",English,USA,3 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BYjc3ZjQ4YWQtNGFlOS00YmZiLTllZDctYTM3MDNmMTY4N2VjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}]",N/A,6.7,"23,501",tt0091083,movie,13 Mar 2017,"$1,261,000",Empire Pictures,N/A,True
25,Morgan!,1966,N/A,15 May 1966,97 min,"Comedy, Drama, Fantasy",Karel Reisz,David Mercer,"David Warner, Vanessa Redgrave, Robert Stephens, Irene Handl","After his wife leaves him for his former best friend, a failed London artist begins his descent into madness in trying to win her back.",English,UK,Nominated for 2 Oscars. Another 4 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BYjEzNjg0NjktMGRhMS00YjE5LTg5ZWYtZjY3NTRkYmNkYzFhXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}]",N/A,6.7,"1,739",tt0060714,movie,N/A,N/A,British Lion Film Corporation,N/A,True
26,Divorcing Jack,1998,Not Rated,02 Oct 1998,110 min,"Thriller, Comedy",David Caffrey,"Colin Bateman (novel), Colin Bateman (screenplay)","David Thewlis, Rachel Griffiths, Jason Isaacs, Laura Fraser","A married drunk hooks up with the ex-girlfriend of a vicious local criminal. He gets booted out of home for his infidelity, has a murderer on his tail, and must try to write the story of his life in order to save his journalism job. He gets help from a stripper dressed as a nun and goes undercover dressed as Shaggy from Scooby Doo. He finds a drinking buddy in an American fellow journalist.",English,UK,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ0NjA1NjcyOF5BMl5BanBnXkFtZTgwODI3MjgwMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"2,012",tt0127516,movie,13 Nov 2001,N/A,N/A,N/A,True
27,The Leisure Seeker,2017,R,03 Jan 2018,112 min,"Adventure, Comedy, Drama, Romance",Paolo Virzì,"Michael Zadoorian (novel), Stephen Amidon (screenplay), Francesca Archibugi (screenplay), Francesco Piccolo (screenplay), Paolo Virzì (screenplay)","Helen Mirren, Donald Sutherland, Christian McKay, Janel Moloney","A runaway couple go on an unforgettable journey in the faithful old RV they call ""The Leisure Seeker"".",English,"Italy, France",Nominated for 1 Golden Globe. Another 3 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMTg1NTg2MzcyNF5BMl5BanBnXkFtZTgwNjMwMDIzNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.7,"7,611",tt3741632,movie,10 Jul 2018,"$3,226,443",Indiana Production Company,N/A,True
28,The Tao of Steve,2000,R,01 Sep 2000,87 min,"Comedy, Drama, Romance",Jenniphr Goodman,"Duncan North, Greer Goodman, Jenniphr Goodman, Duncan North (idea), Duncan North (story)","Donal Logue, Ayelet Kaznelson, John Hines, John Harrington Bland","In his early 30s, the beer-bellied Dex has things figured out. He's widely read in philosophy, he's studied Steve McQueen the prototypical cool American hero, and he's distilled Buddhism and Taoism into three laws that make him a hit with women: don't express desire, do something heroic in front of her, then retreat. A part-time job with young children, beer, guys, Frisbee golf, pool, poker, his dog Astro, and sex: what could be missing? Then, at his ten-year college reunion, Dex meets Syd, and the ""Tao of Steve"" may not be enough to get him what he wants. Plus, Syd remembers something important that Dex has forgotten. Can a cool smart guy, 50 pounds overweight, find his bliss?",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTc4MzQ2NDQ5N15BMl5BanBnXkFtZTcwOTMzNTcxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.6,"7,365",tt0234853,movie,16 Apr 2012,"$4,342,203","Good Machine, Thunderhead Productions",N/A,True
29,Female,1933,Unrated,11 Nov 1933,60 min,"Comedy, Drama, Romance","Michael Curtiz, William Dieterle, William A. Wellman","Gene Markey (screen play), Kathryn Scola (screen play), Donald Henderson Clarke (suggested by a story by)","Ruth Chatterton, George Brent, Lois Wilson, Johnny Mack Brown","Alison is owner and successful manager of an automobile factory. She also has a good relation to her employees - especially the male ones, which she is known to invite to her bed for some time and then dump quickly. Only the inventor Jim Thorne refuses her offers - will she fire or marry him?",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMGQwOTM2MzYtZDNlOC00YTY1LWE4YWQtNGFmMTA1MDI0NDMzXkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,6.7,"1,557",tt0024008,movie,N/A,N/A,First National Pictures,N/A,True
30,Adu,2020,TV-MA,30 Jun 2020,119 min,Drama,Salvador Calvo,Alejandro Hernández,"Luis Tosar, Álvaro Cervantes, Anna Castillo, Moustapha Oumarou","Three people, three stories, one thing in common: Africa.","French, English, Spanish",Spain,9 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BMTg0NjBiNzItOGZkZS00MDg0LThlNDEtZDEzYmU5MjZhYzg0XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"4,188",tt9616700,movie,N/A,N/A,N/A,N/A,True
31,Goya in Bordeaux,1999,R,12 Nov 1999,100 min,"Biography, Drama, War",Carlos Saura,"Carlos Saura, Luigi Scattini (dialogue: Italian version)","Francisco Rabal, Jose Coronado, Dafne Fernández, Eulàlia Ramon","Francisco Goya (1746-1828), deaf and ill, lives the last years of his life in voluntary exile in Bordeaux, a Liberal protesting the oppressive rule of Ferdinand VII. He's living with his much younger wife Leocadia and their daughter Rosario. He continues to paint at night, and in flashbacks stirred by conversations with his daughter, by awful headaches, and by the befuddlement of age, he relives key times in his life, particularly his relationship with the Duchess of Alba, his discovery of how he wanted to paint (insight provided by Velázquez's work), and his lifelong celebration of the imagination. Throughout, his reveries become tableaux of his paintings.","Spanish, French, Italian","Spain, Italy",12 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMjBlNGY2MWEtMGJiNi00YTMzLTk0NjEtN2ZmNzYyMGMyZDU5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.7,"2,028",tt0210717,movie,05 Mar 2013,"$635,361","Televisión Española (TVE), Via Digital, Radiotelevisione Italiana (RAI) [it], Lolafilms S.A., Italian International Film",N/A,True
32,Center Stage,2000,PG-13,12 May 2000,115 min,"Drama, Music, Romance",Nicholas Hytner,Carol Heikkinen,"Amanda Schull, Christine Dunham, Stephen Stout, Maryann Plunkett","The education of three young students, Jodie, Eva and Maureen, as they study at the American Ballet Academy. Life isn't what they expected at the esteemed ABA, and all three face problems along the road. Jodie doesn't have the ""ideal"" body for dancing, Eva doesn't have the right attitude, and Maureen doesn't have the heart. Along the way, they learn that love can be found in unlikely places, and dancing should be a passion, not a duty.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BODk2MjYwNDQ4MV5BMl5BanBnXkFtZTYwNzc1NDY2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.7,"19,236",tt0210616,movie,09 Apr 2013,"$17,200,925","Columbia Pictures, Laurence Mark Productions",N/A,True
33,Commitment,2013,Not Rated,06 Dec 2013,113 min,"Action, Drama",Hong-soo Park,Soo-young Kim (screenplay),"Seung-Hyun Choi, Yeri Han, Je-mun Yun, Jo Sung-ha","After his father's botched espionage mission, North Korean Myung-hoon and his young sister Hye-in are sent to a labor prison camp. In order to save his sister's life, Myung-hoon ""volunteers"" to become a spy and infiltrates the South as a teenage defector. While attending high school in the South (his cover), he meets another girl named Hye-in and rescues her when she comes under attack by school bullies. South Korean Intelligence soon discovers Myung-hoon's activities and begins tracking him, all the while as his own government sends a vicious assassin to eliminate him.",Korean,South Korea,1 nomination.,https://m.media-amazon.com/images/M/MV5BODIzNzcyMTQ0Nl5BMl5BanBnXkFtZTgwNzg4ODI3MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,6.7,"2,923",tt3144098,movie,10 Mar 2014,"$76,543","Golden Fish Pictures, Lamp",N/A,True
34,Cheap Thrills,2013,Not Rated,21 Mar 2014,88 min,"Comedy, Crime, Drama, Horror, Thriller",E.L. Katz,"David Chirchirillo, Trent Haaga","Pat Healy, Sara Paxton, Ethan Embry, David Koechner","Cheap Thrills follows Craig (Pat Healy, Compliance), a struggling family man who loses his low-wage job and is threatened with eviction. In an effort to delay facing the music at home, he heads to a local bar and encounters an old friend (Ethan Embry, Empire Records). The two friends are roped into a round of drinks by a charismatic and obscenely wealthy stranger (David Koechner, Anchorman 2) along with his mysterious wife (Sara Paxton, The Inkeepers). The couple engages the two friends in a series of innocent dares in exchange for money over the course of the evening, with each challenge upping the ante in both reward and boundaries. It seems like easy and much needed money, but the couple's twisted sense of humor pushes just how far Craig and his friend are willing to go for money and cheap thrills. (c) Drafthouse",English,USA,9 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTY2Mzg0NDE4OV5BMl5BanBnXkFtZTgwMzYyMDI4MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.7,"17,936",tt2389182,movie,10 Aug 2016,"$59,424","New Artists Alliance, Snowfort Pictures",N/A,True
35,A Muse,2012,N/A,25 Apr 2012,129 min,"Drama, Romance",Ji-woo Jung,"Ji-woo Jung (screenplay), Beom-shin Park (novel)","Park Hae-il, Mu-Yeol Kim, Kim Go-eun, Man-sik Jeong","Lee Jeok-yo is a 70ish year old man who is a respected poet. He cares fondly for his 30ish year old disciple Seo Ji-woo. The world of these two men are shaken when 17-year-old high school student Han Eun-gyo comes into the picture, as their mind and sexual desires are awakened.",Korean,South Korea,12 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BZTcwZTMwODUtZTE2Yi00MDQyLWEwM2YtODcwYzc0MWIwODFlXkEyXkFqcGdeQXVyNjUxMDU4NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}]",N/A,6.7,"1,806",tt2390253,movie,04 Apr 2017,N/A,N/A,N/A,True
36,Wish I Was Here,2014,R,25 Jul 2014,106 min,"Comedy, Drama",Zach Braff,"Adam J. Braff, Zach Braff","Zach Braff, Pierce Gagnon, Kate Hudson, Joey King","'Wish I Was Here' is the story of Aidan Bloom, a struggling actor, father and husband, who at 35 is still trying to find his identity; a purpose for his life. He winds up trying to home school his two children when his father can no longer afford to pay for private education and the only available public school is on its last legs. Through teaching them about life his way, Aidan gradually discovers some of the parts of himself he couldn't find.",English,USA,6 nominations.,https://m.media-amazon.com/images/M/MV5BMjI1MTM5NTY2Nl5BMl5BanBnXkFtZTgwODE4OTk4MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.7,"37,023",tt2870708,movie,04 Dec 2015,"$3,591,299","Double Feature Films, Second Stix Films",N/A,True
37,Journey's End,2017,R,02 Feb 2018,107 min,"Drama, War",Saul Dibb,"Simon Reade (screenplay), R.C. Sherriff (novel), Vernon Bartlett (novel), R.C. Sherriff (play)","Paul Bettany, Sam Claflin, Stephen Graham, Tom Sturridge","Set in a dugout in Aisne in 1918, it is the story of a group of British officers, led by the mentally disintegrating young officer Stanhope, as they await their fate.","English, German, French",UK,4 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BOTAyZDBiYjktMTdlZi00MGQ5LWE5NmItYjI3YWMwN2I0NjYxXkEyXkFqcGdeQXVyNjUzODM0ODI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.7,"8,389",tt3780500,movie,17 Jun 2018,"$161,796",Fluidity Films,N/A,True
38,Anguish,1987,R,08 Jan 1988,89 min,"Horror, Thriller",Bigas Luna,"Bigas Luna (screenplay), Michael Berlin (dialogue)","Zelda Rubinstein, Michael Lerner, Talia Paul, Àngel Jové",A film-within-a-film thriller about two teen girls among a small group of people whom are terrorized in a movie theater by a killer while watching a horror film about a murderous optometrist who stalks his victims in a movie theater in the film.,"Spanish, English",Spain,5 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYWFiNjliNTYtZDZkMy00NDIzLTk4NTEtMjM2YTg4NmU5ZGQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,6.7,"3,401",tt0090644,movie,27 May 2008,"$228,789",N/A,N/A,True
39,"Scotland, Pa.",2001,R,22 Jan 2001,104 min,"Comedy, Crime",Billy Morrissette,"William Shakespeare (play), Billy Morrissette","James Le Gros, Maura Tierney, Christopher Walken, Kevin Corrigan","Joe McBeth is a hard-working but unambitious doofus who toils at a hamburger stand alongside his wife Pat, who has a significant edge in the brains department. Pat is convinced she could do a lot better with the place than their boss Norm Duncan is doing, so she works up a plan to usurp Norm, convincing Mac to rob the restaurant's safe and then murder Norm, using the robbery as a way of throwing the police off their trail. Though two stoners and a would-be fortune teller warn Mac that bad luck awaits him, he gathers his courage and goes through with his wife's scheme. At first, things seem to have gone just as Pat hoped, and after Norm's sons sell the restaurant to the McBeths (they pay for it with the money they stole from Norm), business takes off. But vegetarian police detective McDuff is convinced there's foul play at the new center of the fast food universe, and when the McBeths fear that fry cook Banco knows more than he's letting on, Mac takes charge in the plotting department and decides there may be more dead meat on the menu.",English,"USA, Canada",2 nominations.,https://m.media-amazon.com/images/M/MV5BMTg0NDk3NjkyM15BMl5BanBnXkFtZTcwMTQwODEzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.7,"4,208",tt0265713,movie,13 Apr 2021,"$384,098","Paddy Wagon Productions, Veto Chip Productions, Abandon Pictures",N/A,True
40,If I Stay,2014,PG-13,22 Aug 2014,107 min,"Drama, Fantasy, Music, Romance, Sci-Fi",R.J. Cutler,"Shauna Cross (screenplay), Gayle Forman (novel)","Chloë Grace Moretz, Mireille Enos, Jamie Blackley, Joshua Leonard","Mia Hall thought the hardest decision she would ever face would be whether to pursue her musical dreams at Juilliard or follow a different path to be with the love of her life, Adam. But what should have been a carefree family drive changes everything in an instant, and now her own life hangs in the balance. Caught between life and death for one revealing day, Mia has only one decision left, which will not only decide her future but her ultimate fate.",English,USA,3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjI4NjkxODMyMF5BMl5BanBnXkFtZTgwODYwODQ5MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.7,"117,349",tt1355630,movie,18 Sep 2016,"$50,474,843",DiNovi Pictures,N/A,True
