,carat,cut,color,clarity,depth,table,x,y,z,price
354,0.31,Good,I,VS1,63.9,55.0,4.3,4.28,2.74,586
355,0.71,Premium,H,SI1,62.9,58.0,5.66,5.62,3.55,2364
356,1.21,Premium,H,SI1,61.6,61.0,6.88,6.83,4.22,6505
357,2.01,Premium,G,SI2,59.4,58.0,8.19,8.15,4.85,15562
358,0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,1067
359,0.5,Premium,G,VVS2,61.4,57.0,5.16,5.1,3.15,1909
360,0.31,Ideal,G,IF,62.1,56.0,4.31,4.34,2.69,871
361,0.4,Very Good,E,SI1,63.2,58.0,4.7,4.66,2.96,882
362,0.23,Very Good,D,VVS2,61.3,58.0,3.93,3.97,2.42,530
363,0.38,Ideal,J,VS2,61.4,57.0,4.65,4.68,2.87,617
364,1.38,Very Good,F,VS1,61.4,61.0,7.1,7.14,4.37,11286
365,0.56,Premium,D,VS2,61.1,58.0,5.3,5.34,3.25,1963
366,1.33,Premium,G,VS2,58.6,61.0,7.21,7.17,4.21,9682
367,0.41,Fair,I,VS1,65.3,58.0,4.62,4.66,3.03,735
368,0.7,Very Good,E,VVS2,61.5,58.0,5.67,5.71,3.5,3429
369,0.71,Ideal,E,VS2,61.6,57.0,5.71,5.79,3.54,3112
370,0.42,Very Good,E,VVS2,59.8,56.0,4.9,4.92,2.94,1167
371,1.56,Premium,H,VS2,62.2,58.0,7.41,7.44,4.62,10424
372,1.03,Premium,J,SI2,62.8,58.0,6.48,6.41,4.05,3634
373,0.41,Ideal,D,VS1,62.8,57.0,4.76,4.73,2.98,1230
374,0.31,Ideal,G,IF,61.7,54.0,4.38,4.4,2.71,891
375,0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,1233
376,0.96,Fair,G,SI1,69.7,59.0,6.09,5.9,4.18,3299
377,1.5,Ideal,I,I1,61.3,57.0,7.36,7.39,4.52,5593
378,0.4,Ideal,F,IF,61.8,55.0,4.74,4.8,2.95,1261
379,0.27,Very Good,H,VVS2,62.1,57.0,4.1,4.15,2.56,486
380,1.29,Premium,H,SI2,61.0,57.0,7.13,6.95,4.31,5418
381,1.5,Premium,I,VS2,62.5,59.0,7.3,7.26,4.55,9055
382,0.7,Very Good,F,SI1,61.4,57.0,5.73,5.77,3.53,2161
383,0.54,Very Good,F,VS1,61.8,59.0,5.15,5.22,3.21,1653
384,1.0,Very Good,F,SI1,63.5,56.0,6.28,6.35,4.01,5122
385,1.26,Premium,H,SI1,62.1,57.0,6.94,6.88,4.29,6435
386,0.91,Very Good,E,SI1,63.5,57.0,6.11,6.07,3.87,4138
387,0.32,Ideal,I,IF,61.4,57.0,4.39,4.44,2.71,655
388,0.7,Premium,D,VS1,60.6,58.0,5.73,5.75,3.48,3239
389,0.51,Ideal,F,VS2,62.6,55.0,5.15,5.1,3.21,1875
390,0.3,Ideal,G,VS2,60.8,57.0,4.33,4.38,2.65,491
391,0.3,Ideal,H,VS1,62.5,56.0,4.27,4.24,2.66,675
392,0.56,Very Good,E,VVS2,60.5,57.0,5.32,5.36,3.23,2442
393,1.5,Very Good,D,VS2,63.0,59.0,7.24,7.3,4.58,13372
394,0.31,Ideal,F,VS2,62.3,57.0,4.3,4.34,2.69,625
395,0.31,Good,F,SI1,63.1,57.0,4.28,4.31,2.71,516
396,1.62,Ideal,F,VS1,61.3,56.0,7.54,7.63,4.65,16790
397,0.38,Very Good,D,VS2,60.9,58.0,4.63,4.67,2.83,933
398,0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,1443
399,1.23,Very Good,H,VS2,60.6,59.0,6.89,6.94,4.19,6459
400,1.19,Premium,E,I1,60.2,61.0,6.91,6.87,4.15,3572
401,0.55,Premium,E,VS2,60.1,59.0,5.36,5.29,3.2,1735
402,1.5,Very Good,F,VS2,62.6,59.0,7.22,7.31,4.55,12870
403,1.15,Premium,H,VVS2,58.8,58.0,6.9,6.87,4.05,6917
404,0.56,Ideal,E,VS1,60.0,55.0,5.43,5.4,3.25,2352
405,1.58,Ideal,D,SI2,62.5,55.0,7.39,7.45,4.64,11428
406,0.71,Very Good,E,SI1,62.9,57.0,5.66,5.7,3.57,2573
407,0.39,Good,J,VS2,63.3,56.0,4.6,4.63,2.92,581
408,0.5,Fair,H,VS1,66.5,60.0,4.93,4.85,3.25,1155
409,0.71,Premium,E,SI1,60.8,60.0,5.75,5.69,3.48,2629
410,0.53,Ideal,H,VS1,61.6,55.0,5.2,5.22,3.21,1678
411,0.5,Ideal,E,SI2,61.1,58.0,5.09,5.13,3.12,1185
412,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1257
413,2.3,Premium,I,VS2,61.8,60.0,8.47,8.39,5.21,18239
414,0.46,Very Good,E,VS2,61.3,57.0,4.99,5.02,3.07,1081
415,0.32,Ideal,G,VS1,61.6,55.0,4.43,4.5,2.75,665
416,0.31,Very Good,G,VS2,63.1,56.0,4.37,4.31,2.74,698
417,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.51,2.8,1063
418,1.55,Premium,J,VS1,62.6,59.0,7.35,7.4,4.62,8593
419,0.33,Very Good,E,VS1,58.3,62.0,4.49,4.57,2.64,886
420,1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,6787
421,0.71,Very Good,H,VVS2,62.5,56.0,5.65,5.68,3.54,2594
422,1.16,Premium,I,VS1,60.4,59.0,6.89,6.82,4.14,5457
423,0.9,Fair,G,SI1,65.2,59.0,6.05,6.01,3.93,3250
424,0.49,Ideal,D,VS1,62.3,55.0,5.03,5.05,3.14,1934
425,1.32,Ideal,G,VS2,61.1,57.0,7.07,7.13,4.34,9408
426,1.0,Fair,F,SI2,59.3,66.0,6.44,6.51,3.84,3975
427,2.46,Ideal,G,SI2,63.0,56.0,8.6,8.52,5.44,15745
428,0.38,Very Good,F,VS2,61.9,59.0,4.61,4.66,2.87,800
429,0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,633
430,1.52,Good,F,SI1,63.6,54.0,7.33,7.22,4.63,10664
431,1.03,Premium,J,SI2,62.0,58.0,6.47,6.52,4.03,3378
432,1.01,Very Good,F,VS2,63.3,57.0,6.41,6.33,4.03,6533
433,0.41,Premium,F,VVS2,60.4,58.0,4.8,4.84,2.91,1115
434,0.7,Very Good,I,VS1,62.7,58.0,5.61,5.65,3.53,2288
435,0.26,Very Good,G,VS1,62.4,56.0,4.08,4.1,2.55,423
436,0.78,Fair,G,SI1,64.6,56.0,5.86,5.79,3.76,2359
437,0.31,Premium,F,VS2,61.5,56.0,4.41,4.34,2.69,802
438,1.2,Ideal,H,VS2,62.0,56.0,6.86,6.81,4.24,6666
439,1.08,Ideal,H,SI1,60.5,57.0,6.63,6.67,4.02,6426
440,1.3,Ideal,H,VVS1,62.8,55.2,6.94,6.97,4.36,9232
441,1.05,Very Good,F,IF,59.7,55.0,6.66,6.73,4.0,11417
442,1.01,Very Good,F,SI2,61.0,60.0,6.42,6.46,3.93,5067
443,0.75,Ideal,G,SI1,62.2,55.0,5.87,5.8,3.63,2760
444,0.77,Ideal,J,SI1,62.0,57.0,5.84,5.87,3.63,2257
445,0.91,Very Good,E,VS2,62.2,60.0,6.13,6.21,3.84,4759
446,0.78,Good,E,SI1,57.9,62.0,6.06,6.03,3.5,2723
447,0.33,Ideal,E,VS1,60.0,57.0,4.5,4.47,2.69,802
448,1.01,Premium,H,VS2,62.9,60.0,6.33,6.22,3.95,4559
449,0.3,Very Good,D,VS2,62.5,57.0,4.26,4.28,2.67,670
450,0.3,Very Good,H,VVS2,62.0,55.0,4.28,4.32,2.67,533
451,0.44,Very Good,J,VS1,61.9,57.0,4.83,4.9,3.01,694
452,0.4,Premium,D,VS2,62.4,59.0,4.72,4.7,2.94,1050
453,0.9,Fair,F,VS2,64.7,54.0,6.09,6.03,3.92,3931
454,0.42,Ideal,D,VS2,61.4,56.0,4.84,4.8,2.96,1103
455,0.41,Premium,I,VVS2,59.9,58.0,4.87,4.81,2.9,1061
456,1.52,Premium,E,SI2,60.8,60.0,7.42,7.36,4.49,9193
457,1.02,Good,J,SI2,62.2,61.0,6.41,6.48,4.01,3639
458,0.36,Ideal,G,VS2,60.6,56.0,4.62,4.67,2.81,664
459,0.53,Ideal,H,SI2,61.6,54.0,5.22,5.26,3.23,1020
460,0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,1071
461,0.43,Ideal,G,SI1,61.8,55.0,4.85,4.89,3.01,795
462,1.05,Premium,D,SI1,59.3,58.0,6.74,6.68,3.98,6174
463,0.54,Ideal,F,VS2,61.0,56.0,5.27,5.32,3.23,1615
464,0.31,Premium,G,SI2,62.3,57.0,4.37,4.33,2.71,523
465,0.3,Good,I,SI1,64.1,57.0,4.25,4.3,2.74,391
466,1.0,Good,G,VS1,63.9,55.0,6.34,6.28,4.03,6028
467,1.0,Very Good,G,SI2,62.6,58.0,6.34,6.38,3.98,4725
468,1.2,Ideal,I,VVS2,61.5,57.0,6.91,6.82,4.22,6581
469,0.33,Ideal,H,VVS1,62.1,55.0,4.46,4.5,2.78,730
470,1.53,Ideal,G,VVS2,61.4,59.0,7.4,7.42,4.55,15275
471,1.51,Premium,E,VS2,59.8,58.0,7.55,7.52,4.47,14482
472,1.01,Premium,D,VS2,61.6,59.0,6.38,6.32,3.91,6271
473,1.01,Very Good,G,SI1,62.0,63.0,6.34,6.25,3.9,3137
474,0.57,Ideal,G,VS2,60.2,59.0,5.38,5.42,3.25,1642
475,0.5,Ideal,I,SI1,62.0,55.0,5.08,5.11,3.16,982
476,0.33,Very Good,D,VVS2,61.9,56.0,4.44,4.48,2.76,856
477,0.44,Premium,D,VS1,60.2,59.0,4.93,4.91,2.96,1232
478,0.72,Very Good,E,SI2,63.5,59.0,5.66,5.61,3.58,2376
479,0.32,Ideal,F,IF,62.2,54.0,4.4,4.44,2.75,943
480,1.01,Premium,E,SI1,60.7,58.0,6.5,6.48,3.94,5525
481,1.01,Fair,D,SI1,65.0,57.0,6.3,6.22,4.07,5385
482,1.5,Premium,I,VS2,62.3,60.0,7.25,7.19,4.5,9479
483,1.0,Good,G,VS2,59.1,62.0,6.42,6.45,3.8,6369
484,1.08,Good,G,VS2,58.9,58.0,6.69,6.75,3.96,6708
485,0.3,Good,H,VVS2,63.6,56.0,4.26,4.29,2.72,605
486,0.34,Premium,I,VS1,59.5,59.0,4.55,4.59,2.72,537
487,0.52,Ideal,F,VS2,61.5,56.0,5.19,5.21,3.2,1981
488,0.91,Ideal,H,SI1,62.0,56.0,6.19,6.22,3.85,4337
489,1.5,Ideal,H,SI1,61.6,57.0,7.34,7.24,4.49,7627
490,1.25,Very Good,H,SI2,63.5,57.0,6.73,6.65,4.25,4060
491,0.4,Good,F,VVS2,62.2,63.0,4.66,4.69,2.91,936
492,2.31,Premium,J,VS1,62.3,61.0,8.55,8.43,5.29,17451
493,0.9,Very Good,G,VS1,61.7,60.0,6.11,6.2,3.8,4872
494,0.32,Very Good,D,VS2,61.8,57.0,4.35,4.36,2.69,758
495,0.7,Premium,F,SI2,62.9,57.0,5.64,5.61,3.53,2184
496,1.01,Ideal,I,SI1,62.3,59.0,6.41,6.37,3.98,4518
497,0.55,Good,G,SI1,63.6,61.0,5.22,5.16,3.3,1213
498,0.31,Ideal,D,VS2,62.1,54.0,4.4,4.36,2.72,804
499,0.27,Ideal,D,VVS2,61.5,56.0,4.15,4.18,2.56,586
500,0.4,Premium,E,VS2,61.9,59.0,4.75,4.72,2.93,975
501,0.6,Very Good,F,VS2,62.1,57.0,5.37,5.39,3.34,1772
502,0.4,Ideal,I,VVS1,60.5,57.0,4.79,4.76,2.89,1080
503,1.2,Ideal,G,VS1,62.0,55.0,6.81,6.87,4.24,9625
504,1.09,Premium,D,SI1,61.6,58.0,6.61,6.57,4.06,5799
505,0.67,Ideal,H,SI1,62.1,54.0,5.61,5.66,3.5,1550
506,0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,3199
507,0.52,Ideal,I,VS1,61.5,56.0,5.19,5.16,3.18,1357
508,0.33,Premium,H,VS1,61.9,58.0,4.45,4.43,2.75,743
509,0.7,Very Good,E,VS2,60.2,62.0,5.71,5.75,3.45,2843
510,0.57,Very Good,E,SI1,62.1,58.0,5.28,5.32,3.29,1397
511,1.01,Premium,E,SI1,62.4,60.0,6.35,6.32,3.95,5002
512,0.54,Ideal,G,VVS2,62.0,56.0,5.23,5.27,3.25,1920
513,2.01,Premium,F,SI1,59.5,58.0,8.21,8.18,4.88,14502
514,0.31,Ideal,G,IF,61.6,56.0,4.37,4.4,2.7,839
515,1.01,Fair,F,VS1,64.7,54.0,6.33,6.28,4.08,6759
516,0.32,Very Good,H,SI1,61.9,59.0,4.38,4.41,2.72,449
517,1.01,Ideal,E,SI1,60.8,56.0,6.53,6.47,3.95,6346
518,0.91,Ideal,F,VS2,62.6,55.0,6.2,6.23,3.89,5261
519,0.5,Premium,F,VS2,60.7,58.0,5.16,5.12,3.12,1654
520,1.2,Fair,I,I1,66.2,55.0,6.61,6.51,4.34,3011
521,1.11,Premium,G,SI2,61.2,59.0,6.74,6.66,4.1,4755
522,0.33,Good,G,VS1,63.1,57.0,4.38,4.4,2.77,666
523,1.04,Ideal,G,VS2,61.9,57.0,6.48,6.5,4.02,6628
524,1.0,Premium,J,VS1,62.8,57.0,6.39,6.35,4.0,4144
525,0.33,Premium,G,VS1,62.3,58.0,4.41,4.45,2.76,666
526,0.56,Ideal,E,VS2,60.7,57.0,5.31,5.34,3.23,1819
527,0.32,Ideal,E,VVS2,61.3,54.0,4.42,4.45,2.72,779
528,0.7,Premium,E,VS2,60.8,58.0,5.74,5.7,3.48,2697
529,0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,1229
530,1.35,Very Good,H,SI2,62.2,56.0,7.02,7.06,4.38,6088
531,0.43,Premium,D,SI1,61.0,58.0,4.83,4.88,2.96,774
532,0.91,Very Good,D,SI2,62.7,59.0,6.16,6.22,3.88,3298
533,0.77,Ideal,F,SI1,61.5,55.0,5.88,5.92,3.63,3321
534,0.9,Premium,E,SI1,62.2,59.0,6.21,6.16,3.88,4259
535,0.35,Ideal,E,SI1,60.7,56.0,4.57,4.59,2.78,667
536,1.06,Ideal,D,VVS2,62.0,57.0,6.52,6.54,4.05,11837
537,2.06,Good,J,SI1,64.1,56.0,8.09,7.97,5.15,11854
538,0.39,Ideal,E,SI1,62.1,53.0,4.69,4.72,2.92,719
539,1.0,Very Good,D,VS1,60.0,60.0,6.44,6.49,3.88,7281
540,1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,4295
541,0.31,Ideal,E,SI2,61.3,55.0,4.34,4.37,2.67,435
542,1.02,Ideal,H,SI2,58.8,57.0,6.61,6.55,3.87,3142
543,0.9,Premium,F,SI1,61.3,58.0,6.13,6.08,3.74,3714
544,0.25,Very Good,F,IF,59.4,62.0,4.12,4.13,2.45,548
545,1.04,Very Good,G,SI2,60.3,62.0,6.5,6.56,3.94,4084
546,0.53,Ideal,G,VS1,61.9,56.0,5.21,5.19,3.22,1813
547,0.31,Very Good,F,VS1,61.8,58.0,4.29,4.35,2.67,592
548,0.7,Good,G,SI2,64.1,56.0,5.64,5.59,3.6,1935
549,0.54,Ideal,I,VS1,61.5,56.0,5.24,5.26,3.23,1147
550,0.41,Premium,G,VS2,62.6,59.0,4.76,4.73,2.97,1061
551,0.71,Very Good,E,VS2,61.2,58.0,5.71,5.79,3.52,2891
552,1.21,Premium,J,VS2,59.9,59.0,6.92,6.86,4.13,4841
553,1.84,Ideal,J,VS1,62.4,56.0,7.84,7.8,4.89,8828
554,0.24,Good,E,VVS1,58.0,60.0,4.08,4.12,2.38,526
555,1.25,Premium,I,VS2,61.0,59.0,6.89,6.98,4.23,5975
556,0.32,Very Good,D,SI1,62.3,55.0,4.38,4.42,2.74,589
557,0.53,Good,E,VS2,63.7,55.0,5.15,5.12,3.27,1727
558,0.35,Very Good,G,IF,62.1,56.0,4.54,4.57,2.82,833
559,2.48,Very Good,H,SI1,63.3,56.0,8.6,8.55,5.43,17893
560,0.32,Very Good,F,VVS1,61.9,59.0,4.34,4.39,2.7,926
561,1.02,Ideal,G,VVS2,61.8,56.0,6.42,6.46,3.98,9286
562,0.32,Very Good,H,VS1,61.7,61.0,4.38,4.43,2.72,561
563,1.5,Very Good,G,SI1,62.8,57.0,7.19,7.3,4.55,9996
564,0.7,Premium,D,SI2,61.8,55.0,5.71,5.68,3.52,2222
565,1.6,Ideal,G,IF,59.8,54.0,7.75,7.63,4.6,16547
566,0.3,Very Good,F,VS2,62.8,58.0,4.25,4.28,2.68,605
567,0.36,Very Good,F,VS1,60.1,59.0,4.62,4.66,2.78,825
568,1.37,Premium,G,VS1,58.3,60.0,7.35,7.3,4.27,10412
569,0.43,Premium,F,VS2,59.8,58.0,4.89,4.94,2.94,905
570,1.25,Ideal,G,SI1,60.7,56.0,6.98,7.05,4.26,8226
571,0.6,Ideal,F,SI1,61.5,58.0,5.38,5.41,3.32,1646
572,1.5,Premium,E,VS2,62.3,60.0,7.27,7.2,4.51,14179
573,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,1844
574,0.34,Very Good,D,VS2,60.0,59.0,4.5,4.56,2.72,730
575,0.71,Ideal,G,SI1,61.1,57.0,5.79,5.73,3.52,2307
576,0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,567
577,0.28,Very Good,H,VVS2,62.0,55.0,4.21,4.23,2.62,522
578,1.2,Very Good,I,VS1,62.8,54.5,6.75,6.79,4.25,6652
579,1.51,Very Good,J,SI1,62.4,58.0,7.27,7.32,4.55,7136
580,0.31,Very Good,H,VS2,63.1,58.0,4.34,4.31,2.73,628
581,1.51,Premium,F,SI2,59.9,58.0,7.53,7.46,4.49,9471
582,0.71,Premium,E,SI1,61.8,59.0,5.7,5.75,3.54,2792
583,0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,1439
584,1.05,Premium,E,SI2,59.5,59.0,6.65,6.59,3.94,4742
585,0.36,Ideal,G,VVS1,62.8,57.0,4.55,4.52,2.85,1053
586,0.57,Premium,G,SI1,62.6,56.0,5.29,5.26,3.3,1915
587,0.56,Ideal,F,VS2,61.0,55.0,5.33,5.35,3.26,1708
588,0.52,Premium,E,VS2,61.6,59.0,5.14,5.16,3.17,1576
589,0.31,Very Good,H,VS2,63.2,58.0,4.33,4.31,2.73,628
590,1.51,Very Good,E,VS2,63.3,56.0,7.3,7.26,4.61,14482
591,0.41,Ideal,G,IF,62.4,54.0,4.74,4.78,2.97,1367
592,1.0,Good,E,VS2,64.0,58.0,6.24,6.2,3.99,5376
593,1.04,Premium,F,VVS2,62.5,58.0,6.46,6.37,4.01,8946
594,1.04,Premium,D,SI2,61.6,58.0,6.52,6.46,4.0,4811
595,1.1,Ideal,F,VS2,58.6,57.0,6.82,6.8,3.99,5692
596,1.21,Premium,G,VS2,62.2,60.0,6.79,6.75,4.21,7611
597,1.1,Very Good,G,VVS1,61.5,57.0,6.61,6.66,4.08,8020
598,0.42,Ideal,G,VVS2,62.1,57.0,4.77,4.8,2.97,1031
599,1.51,Ideal,H,SI1,62.8,55.0,7.32,7.29,4.59,10502
600,0.31,Ideal,F,VVS1,61.0,57.0,4.38,4.39,2.67,884
601,0.71,Premium,H,SI2,60.5,60.0,5.81,5.73,3.49,2224
602,1.09,Ideal,F,VS1,61.7,57.0,6.58,6.62,4.07,8730
603,1.2,Premium,E,VS2,62.7,59.0,6.7,6.67,4.19,9139
604,0.38,Ideal,H,VS1,62.1,55.4,4.63,4.68,2.89,714
605,0.79,Good,H,SI2,59.2,58.0,6.05,6.07,3.59,2346
606,1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08,6336
607,1.24,Very Good,J,SI2,63.1,60.0,6.79,6.74,4.27,3791
608,0.4,Ideal,H,VVS2,61.1,55.0,4.75,4.78,2.91,868
609,0.34,Ideal,D,SI1,60.6,56.0,4.51,4.54,2.74,626
610,0.3,Ideal,E,VS2,61.4,56.0,4.33,4.36,2.67,621
611,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,1235
612,1.29,Ideal,G,SI1,60.9,59.0,6.99,7.04,4.27,7463
613,1.23,Ideal,F,SI2,62.3,58.0,6.8,6.84,4.25,5894
614,0.31,Ideal,F,VS1,62.1,56.0,4.35,4.32,2.69,872
615,0.3,Ideal,H,VS2,62.5,53.2,4.29,4.34,2.69,486
616,0.3,Ideal,F,SI1,62.5,57.0,4.3,4.31,2.69,475
617,1.03,Good,J,SI1,63.6,57.0,6.38,6.29,4.03,2855
618,0.36,Premium,E,VS1,61.5,59.0,4.57,4.6,2.82,727
619,0.73,Ideal,D,SI1,61.4,56.0,5.82,5.78,3.56,2943
620,0.75,Premium,H,SI1,60.2,59.0,5.92,5.88,3.55,2329
621,0.35,Ideal,D,SI1,61.6,56.0,4.53,4.49,2.78,827
622,0.27,Ideal,G,VS2,61.5,55.0,4.18,4.21,2.58,490
623,0.9,Fair,G,VS1,65.7,58.0,6.02,5.97,3.94,3806
624,0.38,Premium,E,VS2,62.2,59.0,4.63,4.67,2.89,866
625,1.12,Premium,G,IF,60.9,57.0,6.79,6.68,4.1,9126
626,0.51,Ideal,E,SI2,62.0,56.0,5.12,5.14,3.18,1385
627,1.36,Ideal,D,VS2,62.1,55.0,7.18,7.13,4.44,11793
628,0.8,Ideal,G,VS2,62.1,57.0,5.95,6.0,3.71,3494
629,0.34,Premium,I,VS1,61.0,60.0,4.48,4.51,2.74,537
630,0.3,Good,G,SI1,63.8,56.0,4.3,4.26,2.73,574
631,0.82,Premium,F,SI2,59.7,57.0,6.14,6.12,3.66,2867
632,0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,698
633,0.32,Ideal,F,SI2,62.6,56.0,4.41,4.37,2.75,540
634,0.54,Ideal,G,VS1,61.0,57.0,5.25,5.28,3.21,1957
635,0.91,Good,D,SI2,64.1,62.0,6.01,6.06,3.87,3408
636,0.37,Ideal,I,VS1,60.8,56.0,4.67,4.71,2.85,603
637,0.32,Ideal,D,VS2,62.0,55.0,4.38,4.42,2.73,758
638,1.04,Very Good,E,SI1,59.6,59.0,6.56,6.59,3.92,5662
639,0.53,Ideal,F,VS2,61.1,54.0,5.26,5.29,3.22,1655
640,0.23,Very Good,F,VVS2,60.4,61.0,3.93,3.95,2.38,505
641,1.0,Fair,H,SI2,67.0,55.0,6.25,6.12,4.16,2912
642,0.25,Very Good,E,VS2,63.3,56.0,4.01,4.05,2.55,436
643,0.32,Ideal,G,VS1,62.3,55.0,4.39,4.41,2.74,559
644,0.25,Very Good,F,VVS1,64.2,58.0,3.96,4.01,2.56,548
645,0.3,Ideal,H,IF,62.0,57.0,4.26,4.29,2.65,764
646,2.19,Ideal,H,SI1,60.6,57.0,8.39,8.35,5.07,18475
647,0.92,Very Good,F,SI2,62.1,59.0,6.21,6.26,3.87,3854
648,1.03,Very Good,F,SI2,61.8,59.0,6.43,6.48,3.99,4414
649,1.14,Very Good,H,VS2,59.9,57.0,6.78,6.81,4.07,5053
650,0.53,Ideal,F,SI1,61.9,55.0,5.19,5.21,3.22,1639
651,0.9,Ideal,G,SI2,62.4,56.0,6.14,6.19,3.85,3500
652,0.52,Ideal,G,VVS2,62.1,57.0,5.13,5.17,3.2,1911
653,0.55,Ideal,I,VS1,62.2,55.0,5.26,5.29,3.28,1238
654,0.83,Premium,F,VS2,61.9,58.0,6.05,6.01,3.73,3408
655,0.73,Very Good,G,VVS1,62.9,59.0,5.7,5.78,3.61,3606
656,2.01,Premium,H,SI1,61.4,56.0,8.19,8.13,5.01,18295
657,0.34,Premium,I,VVS1,60.5,59.0,4.48,4.54,2.73,626
658,1.06,Premium,H,VS2,62.0,58.0,6.5,6.57,4.05,5783
659,1.01,Ideal,G,VVS2,62.0,58.0,6.36,6.39,3.95,7597
660,0.9,Very Good,F,SI2,60.8,55.0,6.25,6.28,3.81,3552
661,0.58,Ideal,F,VVS2,61.9,56.0,5.35,5.38,3.32,2380
662,0.31,Premium,H,VS2,58.9,61.0,4.46,4.43,2.62,586
663,1.01,Fair,F,SI2,67.3,62.0,6.09,6.03,4.08,3597
664,1.0,Good,F,SI2,63.7,57.0,6.32,6.36,4.04,3906
665,1.07,Good,H,VS2,63.8,57.0,6.54,6.47,4.15,5758
666,0.38,Ideal,H,VS1,60.6,57.0,4.73,4.7,2.85,1117
667,0.27,Very Good,E,VS2,59.5,56.0,4.2,4.31,2.53,470
668,0.36,Premium,F,SI2,60.3,59.0,4.62,4.57,2.77,446
669,1.36,Premium,J,VS2,58.4,59.0,7.4,7.27,4.28,6157
670,1.2,Very Good,H,SI1,62.8,58.0,6.73,6.8,4.25,5567
671,0.9,Very Good,I,VS2,58.7,60.0,6.28,6.35,3.71,3709
672,1.19,Fair,I,SI1,64.9,58.0,6.64,6.55,4.28,5198
673,0.41,Ideal,G,VS2,59.8,57.0,4.85,4.81,2.89,1061
674,0.25,Very Good,F,VVS2,61.6,57.0,4.05,4.08,2.5,633
675,1.21,Very Good,H,VS1,62.4,60.0,6.73,6.79,4.22,7279
676,1.45,Premium,H,VS1,60.6,60.0,7.27,7.16,4.37,8550
677,0.51,Premium,G,SI2,63.0,61.0,5.08,4.99,3.17,1056
678,1.0,Premium,F,SI1,60.8,59.0,6.44,6.38,3.9,4234
679,0.7,Good,I,VS2,63.6,58.0,5.59,5.57,3.55,2117
680,0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,763
681,0.58,Ideal,G,VVS1,61.3,56.0,5.36,5.4,3.3,2256
682,0.66,Good,H,VS1,59.8,60.9,5.62,5.68,3.38,1978
683,2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,12693
684,0.9,Very Good,G,VS2,63.4,59.0,6.08,6.13,3.87,4135
685,1.01,Very Good,F,VVS1,61.4,58.0,6.39,6.44,3.94,9810
686,0.44,Ideal,E,SI1,62.6,56.0,4.9,4.84,3.05,1040
687,0.32,Premium,F,SI2,59.7,59.0,4.48,4.43,2.66,540
688,0.55,Ideal,D,VS1,61.3,56.0,5.28,5.32,3.25,2251
689,0.71,Ideal,I,VVS2,61.4,58.0,5.7,5.76,3.52,2559
690,1.22,Premium,F,VS2,59.8,59.0,6.96,6.92,4.15,8417
691,0.99,Ideal,I,SI1,61.8,57.0,6.4,6.42,3.96,4763
692,1.01,Very Good,E,SI1,62.8,57.0,6.37,6.41,4.01,5499
693,0.35,Premium,E,VS1,62.2,58.0,4.5,4.47,2.79,921
694,0.4,Ideal,G,VVS1,60.2,60.0,4.78,4.82,2.89,997
695,0.36,Premium,G,SI2,61.9,56.0,4.59,4.55,2.83,608
696,0.58,Ideal,D,SI2,63.4,57.0,5.29,5.34,3.37,1356
697,0.51,Very Good,E,SI1,61.4,58.0,5.09,5.14,3.14,1284
698,1.01,Very Good,I,SI1,63.4,62.0,6.25,6.18,3.94,4072
699,0.72,Ideal,H,VVS1,61.8,56.0,5.75,5.78,3.56,3708
700,0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,935
701,1.21,Premium,H,VS2,61.0,58.0,6.9,6.83,4.19,7142
702,0.4,Ideal,G,SI1,62.3,54.0,4.74,4.77,2.96,741
703,0.7,Very Good,D,SI1,58.3,62.0,5.78,5.84,3.39,2563
704,0.32,Ideal,I,VS1,61.7,55.6,4.41,4.43,2.73,529
705,1.52,Ideal,F,SI1,62.3,55.1,7.29,7.39,4.58,11971
706,0.3,Premium,D,SI1,61.0,60.0,4.35,4.3,2.64,709
707,1.17,Ideal,J,SI1,62.1,57.0,6.74,6.81,4.21,4617
708,2.06,Premium,I,SI1,61.0,58.0,8.24,8.19,5.01,15517
